1		1		2
1		51		4608
2		51		4615
3		51		4627
4		51		4634
5		51		434608
6		51		434615
7		51		434627
8		51		434634
9		52		5608
10		52		5615
11		52		5627
12		52		5634
13		52		433608
14		52		433615
15		52		433627
16		52		433634
17		53		7608
18		53		7615
19		53		7627
20		53		7634
21		53		10608
22		53		10615
23		53		10627
24		53		10634
25		53		13608
26		53		13615
27		53		13627
28		53		13634
29		53		15608
30		53		15615
31		53		15627
32		53		15634
33		53		18608
34		53		18615
35		53		18627
36		53		18634
37		53		21608
38		53		21615
39		53		21627
40		53		21634
41		53		23608
42		53		23615
43		53		23627
44		53		23634
45		53		26608
46		53		26615
47		53		26627
48		53		26634
49		53		431608
50		53		431615
51		53		431627
52		53		431634
53		53		428608
54		53		428615
55		53		428627
56		53		428634
57		53		425608
58		53		425615
59		53		425627
60		53		425634
61		53		423608
62		53		423615
63		53		423627
64		53		423634
65		53		420608
66		53		420615
67		53		420627
68		53		420634
69		53		417608
70		53		417615
71		53		417627
72		53		417634
73		53		415608
74		53		415615
75		53		415627
76		53		415634
77		53		412608
78		53		412615
79		53		412627
80		53		412634
81		54		409608
82		54		409615
83		54		409627
84		54		409634
85		54		29608
86		54		29615
87		54		29627
88		54		29634
89		55		31608
90		55		31615
91		55		31627
92		55		31634
93		55		407608
94		55		407615
95		55		407627
96		55		407634
