1		1		2		3
1		1		0		1.3
2		2		2.1		1.3
3		3		2.35		1.05
4		4		2.6		0.8
5		5		2.6		0.27
6		6		2.6		-0.27
7		7		2.6		-0.8
8		8		2.35		-1.05
9		9		2.1		-1.3
10		10		0		-1.3
11		11		-2.1		-1.3
12		12		-2.35		-1.05
13		13		-2.6		-0.8
14		14		-2.6		-0.27
15		15		-2.6		0.27
16		16		-2.6		0.8
17		17		-2.35		1.05
18		18		-2.1		1.3
19		51		0		2
20		52		1.65		2
21		53		3.3		2
22		54		3.3		1.2
23		55		3.3		0.4
24		56		3.3		-0.4
25		57		3.3		-1.2
26		58		3.3		-2
27		59		1.65		-2
28		60		0		-2
29		61		-1.65		-2
30		62		-3.3		-2
31		63		-3.3		-1.2
32		64		-3.3		-0.4
33		65		-3.3		0.4
34		66		-3.3		1.2
35		67		-3.3		2
36		68		-1.65		2
