1		1		2		3
1		1		0		1.5
2		2		1.8105		1.5
3		3		1.8105		0.75
4		4		1.8105		0
5		5		1.8105		-0.75
6		6		1.8105		-1.5
7		7		0		-1.5
8		8		-1.8105		-1.5
9		9		-1.8105		-0.75
10		10		-1.8105		0.03698
11		11		-1.8105		0.75
12		12		-1.8105		1.49631
13		51		0		3.5
14		52		2.8105		3.5
15		53		3.3105		1.5
16		54		3.3105		0
17		55		3.3105		-1.5
18		56		2.8105		-3.5
19		57		0		-3.5
20		58		-2.8105		-3.5
21		59		-3.3105		-1.5
22		60		-3.3105		0
23		61		-3.3105		1.5
24		62		-2.8105		3.5
25              88                 0               0
