1		1		2		3 		4		5
1		101		0.010313655		0.003394 		5004		440257
2		102		0.01031373		0.003237 		10004		440357
3		103		0.011129571		0.002709 		15004		440457
4		104		0.008618237		0.003186 		21004		440557
5		105		0.00861811		0.003186 		26004		440657
6		106		0.007770516		0.003465 		34004		440757
7		107		0.007770501		0.002980 		42004		440857
8		108		0.007770671		0.002841 		50004		440957
9		109		0.00607541		0.003279 		58004		441057
10		110		0.006075263		0.002836 		66004		441157
11		111		0.005227261		0.003090 		74004		441257
12		112		0.005227699		0.002575 		82004		441357
13		113		0.006008137		0.003406 		90004		441457
14		201		0.007770241		0.002633 		118004		441451
15		202		0.00522751		0.002575 		126004		441351
16		203		0.005227409		0.003090 		134004		441251
17		204		0.006075152		0.002836 		142004		441151
18		205		0.006075222		0.003368 		150004		441051
19		206		0.007770822		0.002772 		158004		440951
20		207		0.0077705		0.002980 		166004		440851
21		208		0.007770373		0.003326 		174004		440751
22		209		0.00861823		0.003186 		182004		440651
23		210		0.008618357		0.003186 		190004		440551
24		211		0.010313663		0.002767 		198004		440451
25		212		0.010313738		0.003132 		206004		440351
26		213		0.010313639		0.003289 		214004		440251
27		301		0.010313639		0.003289 		224004		540257
28		302		0.010313738		0.003132 		232004		540357
29		303		0.010313663		0.002767 		240004		540457
30		304		0.008618357		0.003186 		248004		540557
31		305		0.00861823		0.003186 		256004		540657
32		306		0.007770373		0.003326 		264004		540757
33		307		0.0077705		0.002980 		272004		540857
34		308		0.007770822		0.002772 		280004		540957
35		309		0.006075222		0.003368 		288004		541057
36		310		0.006075152		0.002836 		296004		541157
37		311		0.005227409		0.003090 		304004		541257
38		312		0.00522751		0.002575 		312004		541357
39		313		0.007770241		0.002633 		320004		541457
40		401		0.006008137		0.003406 		348004		541451
41		402		0.005227699		0.002575 		356004		541351
42		403		0.005227261		0.003090 		364004		541251
43		404		0.006075263		0.002836 		372004		541151
44		405		0.00607541		0.003279 		380004		541051
45		406		0.007770671		0.002841 		388004		540951
46		407		0.007770501		0.002980 		396004		540851
47		408		0.007770516		0.003465 		404004		540751
48		409		0.00861811		0.003186 		412004		540651
49		410		0.008618237		0.003186 		417004		540551
50		411		0.011129571		0.002709 		423004		540451
51		412		0.01031373		0.003237 		428004		540351
52		413		0.010313655		0.003394 		433004		540251
53		501		0.010313655		0.003394 		5038		450257
54		502		0.01031373		0.003237 		10038		450357
55		503		0.011129571		0.002709 		15038		450457
56		504		0.008618237		0.003186 		21038		450557
57		505		0.00861811		0.003186 		26038		450657
58		506		0.007770516		0.003465 		34038		450757
59		507		0.007770501		0.002980 		42038		450857
60		508		0.007770671		0.002841 		50038		450957
61		509		0.00607541		0.003279 		58038		451057
62		510		0.006075263		0.002836 		66038		451157
63		511		0.005227261		0.003090 		74038		451257
64		512		0.005227699		0.002575 		82038		451357
65		513		0.006008137		0.003406 		90038		451457
66		601		0.007770241		0.002633 		118038		451451
67		602		0.00522751		0.002575 		126038		451351
68		603		0.005227409		0.003090 		134038		451251
69		604		0.006075152		0.002836 		142038		451151
70		605		0.006075222		0.003368 		150038		451051
71		606		0.007770822		0.002772 		158038		450951
72		607		0.0077705		0.002980 		166038		450851
73		608		0.007770373		0.003326 		174038		450751
74		609		0.00861823		0.003186 		182038		450651
75		610		0.008618357		0.003186 		190038		450551
76		611		0.010313663		0.002767 		198038		450451
77		612		0.010313738		0.003132 		206038		450351
78		613		0.010313639		0.003289 		214038		450251
79		701		0.010313639		0.003289 		224038		550257
80		702		0.010313738		0.003132 		232038		550357
81		703		0.010313663		0.002767 		240038		550457
82		704		0.008618357		0.003186 		248038		550557
83		705		0.00861823		0.003186 		256038		550657
84		706		0.007770373		0.003326 		264038		550757
85		707		0.0077705		0.002980 		272038		550857
86		708		0.007770822		0.002772 		280038		550957
87		709		0.006075222		0.003368 		288038		551057
88		710		0.006075152		0.002836 		296038		551157
89		711		0.005227409		0.003090 		304038		551257
90		712		0.00522751		0.002575 		312038		551357
91		713		0.007770241		0.002633 		320038		551457
92		801		0.006008137		0.003406 		348038		551451
93		802		0.005227699		0.002575 		356038		551351
94		803		0.005227261		0.003090 		364038		551251
95		804		0.006075263		0.002836 		372038		551151
96		805		0.00607541		0.003279 		380038		551051
97		806		0.007770671		0.002841 		388038		550951
98		807		0.007770501		0.002980 		396038		550851
99		808		0.007770516		0.003465 		404038		550751
100		809		0.00861811		0.003186 		412038		550651
101		810		0.008618237		0.003186 		417038		550551
102		811		0.011129571		0.002709 		423038		550451
103		812		0.01031373		0.003237 		428038		550351
104		813		0.010313655		0.003394 		433038		550251
105		1001		0.010 		0.002991 		441457		441451
106		1002		0.010 		0.002885 		441357		441351
107		1003		0.011 		0.002401 		441257		441251
108		1004		0.009 		0.002825 		441157		441151
109		1005		0.009 		0.002754 		441057		441051
110		1006		0.008 		0.002994 		440957		440951
111		1007		0.008 		0.002492 		440857		440851
112		1008		0.008 		0.002384 		440757		440751
113		1009		0.006 		0.002901 		440657		440651
114		1010		0.006 		0.002194 		440557		440551
115		1011		0.005 		0.002884 		440457		440451
116		1012		0.005 		0.002414 		440357		440351
117		1013		0.006 		0.003221 		440257		440251
118		1014		0.010 		0.002519 		451457		451451
119		1015		0.010 		0.002424 		451357		451351
120		1016		0.011 		0.002873 		451257		451251
121		1017		0.009 		0.002542 		451157		451151
122		1018		0.009 		0.003014 		451057		451051
123		1019		0.008 		0.002369 		450957		450951
124		1020		0.008 		0.002554 		450857		450851
125		1021		0.008 		0.002889 		450757		450751
126		1022		0.006 		0.002749 		450657		450651
127		1023		0.006 		0.002765 		450557		450551
128		1024		0.005 		0.002363 		450457		450451
129		1025		0.005 		0.002753 		450357		450351
130		1026		0.006 		0.002932 		450257		450251
131		1027		0.010 		0.002991 		541451		541457
132		1028		0.010 		0.002885 		541351		541357
133		1029		0.011 		0.002401 		541251		541257
134		1030		0.009 		0.002825 		541151		541157
135		1031		0.009 		0.002754 		541051		541057
136		1032		0.008 		0.002994 		540951		540957
137		1033		0.008 		0.002492 		540851		540857
138		1034		0.008 		0.002384 		540751		540757
139		1035		0.006 		0.002901 		540651		540657
140		1036		0.006 		0.002194 		540551		540557
141		1037		0.005 		0.002884 		540451		540457
142		1038		0.005 		0.002414 		540351		540357
143		1039		0.006 		0.003221 		540251		540257
144		1040		0.010 		0.002519 		551451		551457
145		1041		0.010 		0.002424 		551351		551357
146		1042		0.011 		0.002873 		551251		551257
147		1043		0.009 		0.002542 		551151		551157
148		1044		0.009 		0.003014 		551051		551057
149		1045		0.008 		0.002369 		550951		550957
150		1046		0.008 		0.002554 		550851		550857
151		1047		0.008 		0.002889 		550751		550757
152		1048		0.006 		0.002749 		550651		550657
