1		1		2		3
1		10000		-1.955		-138.8
2		11000		-1.931		-137.5
3		12000		-1.908		-136.2
4		13000		-1.884		-134.9
5		14000		-1.849		-132.95
6		15000		-1.814		-131
7		16000		-1.792		-129.7
8		17000		-1.769		-128.4
9		18000		-1.747		-127.1
10		19000		-1.723		-125.8
11		20000		-1.701		-124.5
12		21000		-1.679		-123.2
13		22000		-1.645		-121.25
14		23000		-1.612		-119.3
15		24000		-1.589		-118
16		25000		-1.567		-116.7
17		26000		-1.545		-115.4
18		27000		-1.524		-114.1
19		28000		-1.502		-112.8
20		29000		-1.481		-111.5
21		30000		-1.449		-109.55
22		31000		-1.417		-107.6
23		32000		-1.395		-106.3
24		33000		-1.374		-105
25		34000		-1.353		-103.7
26		35000		-1.332		-102.4
27		36000		-1.312		-101.1
28		37000		-1.293		-99.8
29		38000		-1.261		-97.85
30		39000		-1.23		-95.9
31		40000		-1.21		-94.6
32		41000		-1.189		-93.3
33		42000		-1.169		-92
34		43000		-1.149		-90.7
35		44000		-1.13		-89.4
36		45000		-1.11		-88.1
37		46000		-1.08		-86.15
38		47000		-1.052		-84.2
39		48000		-1.032		-82.9
40		49000		-1.013		-81.6
41		50000		-0.993		-80.3
42		51000		-0.974		-79
43		52000		-0.955		-77.7
44		53000		-0.937		-76.4
45		54000		-0.909		-74.45
46		55000		-0.88		-72.5
47		56000		-0.862		-71.2
48		57000		-0.843		-69.9
49		58000		-0.824		-68.6
50		59000		-0.806		-67.3
51		60000		-0.789		-66
52		61000		-0.771		-64.7
53		62000		-0.744		-62.75
54		63000		-0.717		-60.8
55		64000		-0.7		-59.5
56		65000		-0.682		-58.2
57		66000		-0.664		-56.9
58		67000		-0.647		-55.6
59		68000		-0.63		-54.3
60		69000		-0.613		-53
61		70000		-0.588		-51.05
62		71000		-0.563		-49.1
63		72000		-0.546		-47.8
64		73000		-0.529		-46.5
65		74000		-0.512		-45.2
66		75000		-0.496		-43.9
67		76000		-0.48		-42.6
68		77000		-0.464		-41.3
69		78000		-0.44		-39.35
70		79000		-0.416		-37.4
71		80000		-0.4		-36.1
72		81000		-0.384		-34.8
73		82000		-0.368		-33.5
74		83000		-0.353		-32.2
75		84000		-0.338		-30.9
76		85000		-0.323		-29.6
77		86000		-0.3		-27.65
78		87000		-0.277		-25.7
79		88000		-0.262		-24.4
80		89000		-0.247		-23.1
81		90000		-0.232		-21.8
82		91000		-0.218		-20.5
83		92000		-0.204		-19.2
84		93000		-0.19		-17.9
85		94000		-0.169		-15.95
86		95000		-0.149		-14
87		96000		-0.135		-12.7
88		97000		-0.121		-11.4
89		98000		-0.107		-10.1
90		99000		-0.087		-8.15
91		100000		-0.066		-6.2
92		101000		-0.052		-4.9
93		102000		-0.038		-3.6
94		103000		-0.024		-2.3
95		104000		0		0
96		105000		0.022		2.3
97		106000		0.034		3.6
98		107000		0.046		4.9
99		108000		0.058		6.2
100		109000		0.076		8.15
101		110000		0.095		10.1
102		111000		0.107		11.4
103		112000		0.119		12.7
104		113000		0.131		14
105		114000		0.15		15.95
106		115000		0.168		17.9
107		116000		0.18		19.2
108		117000		0.192		20.5
109		118000		0.204		21.8
110		119000		0.215		23.1
111		120000		0.226		24.4
112		121000		0.237		25.7
113		122000		0.253		27.65
114		123000		0.269		29.6
115		124000		0.28		30.9
116		125000		0.291		32.2
117		126000		0.301		33.5
118		127000		0.312		34.8
119		128000		0.322		36.1
120		129000		0.332		37.4
121		130000		0.347		39.35
122		131000		0.362		41.3
123		132000		0.372		42.6
124		133000		0.382		43.9
125		134000		0.392		45.2
126		135000		0.401		46.5
127		136000		0.41		47.8
128		137000		0.419		49.1
129		138000		0.433		51.05
130		139000		0.447		53
131		140000		0.456		54.3
132		141000		0.465		55.6
133		142000		0.474		56.9
134		143000		0.482		58.2
135		144000		0.49		59.5
136		145000		0.498		60.8
137		146000		0.51		62.75
138		147000		0.522		64.7
139		148000		0.53		66
140		149000		0.538		67.3
141		150000		0.546		68.6
142		151000		0.553		69.9
143		152000		0.561		71.2
144		153000		0.568		72.5
145		154000		0.58		74.45
146		155000		0.591		76.4
147		156000		0.599		77.7
148		157000		0.606		79
149		158000		0.613		80.3
150		159000		0.62		81.6
151		160000		0.626		82.9
152		161000		0.632		84.2
153		162000		0.642		86.15
154		163000		0.652		88.1
155		164000		0.658		89.4
156		165000		0.664		90.7
157		166000		0.67		92
158		167000		0.676		93.3
159		168000		0.682		94.6
160		169000		0.687		95.9
161		170000		0.696		97.85
162		171000		0.705		99.8
163		172000		0.71		101.1
164		173000		0.716		102.4
165		174000		0.721		103.7
166		175000		0.726		105
167		176000		0.73		106.3
168		177000		0.735		107.6
169		178000		0.742		109.55
170		179000		0.749		111.5
171		180000		0.753		112.8
172		181000		0.758		114.1
173		182000		0.762		115.4
174		183000		0.766		116.7
175		184000		0.77		118
176		185000		0.773		119.3
177		186000		0.779		121.25
178		187000		0.785		123.2
179		188000		0.789		124.5
180		189000		0.792		125.8
181		190000		0.796		127.1
182		191000		0.799		128.4
183		192000		0.801		129.7
184		193000		0.804		131
185		194000		0.809		132.95
186		195000		0.813		134.9
187		196000		0.816		136.2
188		197000		0.819		137.5
189		198000		0.821		138.8
190		199000		0.823		140.1
191		200000		0.825		141.4
192		201000		0.827		142.7
193		202000		0.83		144.65
194		203000		0.833		146.6
195		204000		0.835		147.9
196		205000		0.837		149.2
197		206000		0.839		150.5
198		207000		0.84		151.8
199		208000		0.841		153.1
200		209000		0.842		154.4
201		210000		0.844		156.35
202		211000		0.845		158.3
203		212000		0.846		159.6
204		213000		0.848		160.9
205		214000		0.848		162.2
206		215000		0.848		163.5
207		216000		0.848		164.8
208		217000		0.848		166.1
209		218000		0.848		168.05
210		219000		0.848		170
211		220000		0.848		171.95
212		221000		0.848		173.9
213		222000		0.848		175.2
214		223000		0.848		176.5
215		224000		0.848		177.8
216		225000		0.847224553		179.1
217		226000		0.846106946		180.4
218		227000		0.84498934		181.7
219		228000		0.84331293		183.65
220		229000		0.84163652		185.6
221		230000		0.840518913		186.9
222		231000		0.839401307		188.2
223		232000		0.8382837		189.5
224		233000		0.836513157		190.8
225		234000		0.83452048		192.1
226		235000		0.832527804		193.4
227		236000		0.829538789		195.35
228		237000		0.826549774		197.3
229		238000		0.824557098		198.6
230		239000		0.822564421		199.9
231		240000		0.820571745		201.2
232		241000		0.817921345		202.5
233		242000		0.815006296		203.8
234		243000		0.812091246		205.1
235		244000		0.807718672		207.05
236		245000		0.803346097		209
237		246000		0.800431048		210.3
238		247000		0.797515998		211.6
239		248000		0.794600949		212.9
240		249000		0.791000256		214.2
241		250000		0.78722151		215.5
242		251000		0.783442763		216.8
243		252000		0.777774643		218.75
244		253000		0.772106523		220.7
245		254000		0.768327776		222
246		255000		0.76454903		223.3
247		256000		0.760770283		224.6
