1		1		2		3		4		5		6		7		8
1		443158		443159		443259		443258		445061		445062		445070		445060
2		443159		443160		443260		443259		445062		445051		445071		445070
3		443160		443161		443261		443260		445051		445052		445072		445071
4		443161		443162		443262		443261		445052		445053		445054		445072
5		443258		443259		443359		443358		445060		445070		445058		445059
6		443259		443260		443360		443359		445070		445071		445057		445058
7		443260		443261		443361		443360		445071		445072		445056		445057
8		443261		443262		443362		443361		445072		445054		445055		445056
