5.27E-02	0.052609776	0.052416052	0.051894136
0.00E+00	-0.00059312	-0.000353107	-0.000749344
0.00E+00	-0.000219732	-0.000438789	-0.000704622
0.00E+00	-0.000227402	-0.000458505	-0.000746826
0.00E+00	0	-0.000569395	-0.000472367
0.00E+00	0	-0.000982318	-0.001001335
0.00E+00	0	0	-0.000765306
0.00E+00	0	-0.000571755	-0.000827472
0.00E+00	-0.000209644	-0.00046729	-0.000880127
0.00E+00	-0.00017191	-0.000790514	-0.000780275
0.00E+00	-0.00014453	-0.000688468	-0.000860585
0.00E+00	-0.00024817	-0.000307503	-0.000817773
0.00E+00	-0.000216943	-0.000561798	-0.000802139
0.00E+00	0	-0.000523972	-0.000811469
0.00E+00	0	-0.000498132	-0.000847099
0.00E+00	0	-0.000482393	-0.000761499
0.00E+00	0	-0.000475398	-0.000850919
0.00E+00	0	-0.000476758	-0.000791452
0.00E+00	0	-0.000486618	-0.000963391
0.00E+00	0	-0.000505561	-0.000930233
0.00E+00	-0.000583431	-0.000267594	-0.000858369
0.00E+00	0	-0.00028885	-0.00131406
0.00E+00	0	-0.000318471	-0.000822755
0.00E+00	0	-0.000359454	-0.000837287
0.00E+00	0	-0.000416493	-0.001073249
0.00E+00	0	-0.00049776	0
0.00E+00	0	-0.000616903	-0.000529381
0.00E+00	0	0	-0.000689536
0.00E+00	0	-0.000440674	-0.000857633
0.00E+00	-0.000573066	-0.000493583	-0.000523286
0.00E+00	-0.000595238	-0.00055571	-0.001083032
0.00E+00	0	0	-0.000813449
0.00E+00	-0.000659196	-0.000379291	-0.000867679
0.00E+00	0	-0.000490918	-0.000730194
0.00E+00	0	-0.000351494	-0.000801282
0.00E+00	0	0	-0.00073014
0.00E+00	0	-0.000344353	-0.000825764
0.00E+00	-0.000204061	-0.000385431	-0.000803643
0.00E+00	-0.000231535	-0.00049838	-0.000806777
0.00E+00	-0.000133601	-0.000883392	-0.000835538
0.00E+00	-0.000157183	0	-0.000744823
0.00E+00	-0.000189215	0	-0.000659848
0.00E+00	-0.000234082	-0.000440335	-0.000759157
0.00E+00	-0.00029967	-0.000376364	-0.000912825
0.00E+00	-0.000400802	-0.000330688	-0.000868056
0.00E+00	0	-0.000595238	-0.000785238
0.00E+00	0	-0.000547645	-0.001167542
0.00E+00	-0.000153752	-0.000514139	-0.000997009
0.00E+00	-0.000339789	-0.000491884	-0.000864118
0.00E+00	-0.000255167	-0.000479042	-0.000801925
0.00E+00	-0.00016559	-0.000474947	-0.000828415
0.00E+00	-0.000127584	-0.000479042	0
0.00E+00	-0.000339789	-0.000491884	-0.000648088
0.00E+00	-0.000153752	-0.000514139	0
0.00E+00	0	-0.000547645	-0.001167542
0.00E+00	0	-0.000595238	-0.000785238
0.00E+00	-0.000400802	-0.000330688	-0.000868056
0.00E+00	-0.00029967	-0.000376364	-0.000684619
0.00E+00	-0.000234082	-0.000880669	-0.000759157
0.00E+00	-0.000189215	0	-0.000659848
0.00E+00	-0.000157183	0	-0.000744823
0.00E+00	-0.000133601	-0.000883392	-0.000835538
0.00E+00	-0.000231535	-0.00049838	-0.000806777
0.00E+00	-0.000204061	-0.000385431	-0.000803643
0.00E+00	0	-0.000344353	-0.000825764
0.00E+00	0	0	-0.00073014
0.00E+00	0	-0.000351494	-0.000801282
0.00E+00	0	-0.000245459	-0.000730194
0.00E+00	-0.000659196	-0.000379291	-0.000867679
0.00E+00	0	0	-0.000813449
0.00E+00	-0.000595238	-0.000277855	-0.001083032
0.00E+00	-0.000573066	-0.000493583	-0.000523286
0.00E+00	0	-0.000440674	-0.000857633
0.00E+00	0	0	-0.000689536
0.00E+00	0	-0.000616903	-0.000529381
0.00E+00	0	-0.00049776	-0.000592417
0.00E+00	0	-0.000416493	-0.000804937
0.00E+00	0	-0.000359454	-0.000558191
0.00E+00	0	-0.000318471	-0.000705219
0.00E+00	0	-0.00028885	-0.00065703
0.00E+00	-0.000583431	-0.000267594	-0.000858369
0.00E+00	0	-0.000505561	-0.000930233
0.00E+00	0	-0.000486618	-0.000722543
0.00E+00	0	-0.000476758	-0.000791452
0.00E+00	0	-0.000475398	-0.000850919
0.00E+00	0	-0.000482393	-0.000761499
0.00E+00	0	-0.000498132	-0.000847099
0.00E+00	0	-0.000523972	-0.000811469
0.00E+00	-0.000216943	-0.000561798	-0.000802139
0.00E+00	-0.00024817	-0.000307503	-0.000817773
0.00E+00	-0.00014453	-0.000688468	-0.000860585
0.00E+00	-0.00017191	-0.000790514	-0.000780275
0.00E+00	-0.000209644	-0.00046729	-0.000880127
0.00E+00	0	-0.000571755	-0.000827472
0.00E+00	0	0	-0.000765306
0.00E+00	0	-0.000982318	-0.001001335
0.00E+00	0	-0.000569395	-0.000472367
0.00E+00	-0.000227402	-0.000458505	-0.000746826
0.00E+00	-0.000219732	-0.000438789	-0.000704622
0.00E+00	-0.00059312	-0.000353107	-0.000749344
0.00E+00	0	-0.000819001	-0.000778412
